,Published Date,Story Name,Story,Author
552,2018-11-20T17:56:17+0000,Searching for Self-Love,"Throughout my hardships with obsessive-compulsive disorder, parents, boyfriends and social media celebrities have sent me on a frantic and mostly unsuccessful search for self-love. I have tried to exude self-love in its various costumes — a perfect Instagram, an overflowing social calendar, a forced smile at the office. Yet these outward expressions aren’t enough in the quiet moments when worry and doubt creep in. When all seems lost during solitary train rides home, my greatest triumph is finding the courage to whisper, “It’s all right. I’ll get through this. I love you,” and boarding the train again. — M.C. Connors",M.C. Connors
553,2018-11-20T17:56:17+0000,"I Said, “I Love You.” He Said, “Thanks.”","We were in my hammock when I looked at the socks I was wearing, the ones he had lent me, and told him the words I was so scared to say: “I love you.” The hammock swayed, crickets chirped. “Thanks,” he said, “but I don’t yet.” He pointed at my feet. “Those don’t fit me. Do you want them?” I thought the hammock had tipped, thrown me violently out; he didn’t love me, this was it. But years later, we still lie in my hammock and I still wear those socks. He was right; they are too small for his feet. — Madeleine Fawcett",Madeleine Fawcett
554,2018-11-13T19:51:45+0000,Married Marines,"We locked eyes across a crowded room. He was handsome in his military uniform; I was self-conscious in mine. Colleagues at first, he earned my respect, friendship and, finally, my heart and life. Years later, he faded away and she appeared. We picked out a new name for her and shared wardrobes, sorrows and joys — and passion, as I fell in love with her graceful curves. I was mesmerized by the way she moved, black curls tumbling over her shoulders. My husband gone, now my wife holds my whole heart in her hands. — Jacqueline Keavney Lader",Jacqueline Keavney Lader
555,2018-11-13T19:51:45+0000,Off the Curb,"I had been kicked to the curb at 52. Took that as an omen. No more love for me and no point even looking. Then I sat down at a New Year’s Eve party in the only empty chair in the room, a guy sitting beside me. Struck up a conversation, which was only polite, about our children — heads close together, given the noise. We have been talking now for 10 years, heads close together. Lesson learned: Be open. — Susan Lightstone",Susan Lightstone
556,2018-11-13T19:51:45+0000,“Holiest of Communions”,"She no longer wore her thick glasses, her eyes watery and unsure. She could no longer feed herself. When we visited, my son, Mathias, fed her puréed vegetables a spoonful at a time. My tiny daughter, Christina, watched, then squeezed in between her brother and her grandma. First, Christina planted a kiss, the noisy, juicy kind Grandma used to give her. They giggled. Then Christina tore off a piece of soft bread and placed it on her grandma’s tongue. Ma accepted it and swallowed. The sadness lifted. For me, it was the holiest of communions. — Joyce Simon",Joyce Simon
557,2018-11-06T18:04:04+0000,“Way Before ‘La La Land’”,"It was way too early to be awake but I had a long commute from Tujunga to Marina del Rey. The 405 was stopped (this was way before ‘La La Land’). Suddenly, the driver door of the car directly in front of my Toyota swung open. The man I had gone out with for the first time the night before emerged and walked toward me. He kissed me through my window then strolled back to his car. Traffic began to move. Now we are both old and married forever. But the memory holds. — Peg Burr",Peg Burr
558,2018-11-06T18:04:04+0000,"2,800 Miles Close Together","People don’t often associate the sound of snores with love, but I do. People don’t often associate technology with love, but I do. To me, love is the sound of my mother’s breathing over the course of a six-hour FaceTime call. I was 21 and alone in Mexico. I told her that I was woken by a man who had tried to break into my room. She listened, then calmly said, “I am here. I am too exhausted to stay up all night, but I am here.” She slept next to me from 2,800 miles away. — Lucy Putnam",Lucy Putnam
559,2018-11-06T18:04:04+0000,A Human Connection,"Two officers transported me from Elmira Correctional Facility to a cardiologist’s office in town. I waddled into the exam room wearing ankle cuffs, wrists shackled. A nurse entered. I felt like an animal outside its cage, unshowered and raw, but she smiled anyway. She made eye contact, even shook my hand before pressing a stethoscope to my battered heart. We were close enough to hear each other breathe. After a few precious seconds of small talk, she tapped my ankle cuffs with two fingers and said, “You’re smarter than this.” I was too choked up to ask her name. — Michael Fischer",Michael Fischer
560,2018-10-30T17:30:24+0000,Dogs on Instagram,"It was a typical New York City love story: We met playing kickball, bonded over jazz and fantasy football and dog runs. We were together for a year, but Astoria is far from the Upper West Side. Weeknights became weekends became every other weekend. We split up after the Halloween dog parade, both agreeing that it just fizzled. Yet, three years later, we still talk every day. But only trading cute dog photos on Instagram. Pugs, Brussels Griffons and Frenchies exclusively. It’s one of my most cherished friendships. — Ricardo Screpka",Ricardo Screpka
561,2018-10-30T17:30:24+0000,“No More Secrets”,"My grandmother never employed female pronouns when asking if I had found someone. She used the Spanish neutral pronouns to find out if that “someone” had arrived, if I was willing to introduce her to the person I love. She never asked me if I was gay, but she didn’t doubt it because she knew me better than anyone else. She took her silence to the grave, and now I face her gravestone with the boy she will never meet. Granny, today homosexuality is still taboo in Peru, but at least there are no more secrets between us. — Marco Huarancca",Marco Huarancca
562,2018-10-30T17:30:24+0000,“The Storm Is Taking It All”,"The winds of Hurricane Maria were barreling down our street in the mountain town of Cayey, Puerto Rico. The windows in my parents’ bedroom began to shake. My mother left the room quickly, but my father froze. “I can’t move,” he said. “The storm is taking it all.” My two siblings and I entered. We told him he needed to get out. “I can’t,” he said with a blank stare. We hugged him hard while the windows rattled, threatening to break loose. “Te tenemos, papi,” we said. (“We got you, Dad.”) He looked up at us and started walking. — Melissa Alvarado Sierra",Melissa Alvarado Sierra
563,2018-10-23T20:04:33+0000,“Not Done With the World”,"After five rounds of in vitro fertilization, my wife and I didn’t have the funds to be parents anymore. We cried all the time. Avoided Facebook. Held our dogs too tight. Watched baby elephant videos. To escape the wormhole of grief, we bought tickets to Prague we could barely afford. Our sadness flickered like a ghost. In Old Town, we smiled. Licked the rain from each other's lips. Kissed on Charles Bridge. Wrote graffiti declaring our love. Held hands on the tram. Ate soup that warmed our bones. We were not done with the world. — Jackson Bliss",Jackson Bliss
564,2018-10-23T20:04:33+0000,Separate Vacations,"He took a boat. I stayed home. Married 41 years, we don’t mind going our separate ways. Later he told me stories about the Canadian lake, a cedar boat, the fish he gently let go. They swam away, their tails flipping him off. I wrote a tiny story about his love of nature. It began: He took a boat. It ended: We are happy when alone together. — Beverly Blasingame",Beverly Blasingame
